enrollment_id,customer_id,product_id,enrollment_date,initial_investment,contribution_frequency,monthly_contribution,advisor_id,channel,status
ENR0000520,CUS000274,PRD0002,2020-06-27,19976.85,One-time,0,ADV0006,In-person,Active
ENR0000521,CUS000274,PRD0007,2020-06-27,19466.01,Bi-annual,1635.14,ADV0047,Web,Active
ENR0000522,CUS000275,PRD0009,2021-12-25,3300.67,Annual,554.51,ADV0031,Web,Active
ENR0000523,CUS000275,PRD0004,2021-12-25,2553.61,Monthly,35.75,ADV0002,Phone,Active
ENR0000524,CUS000276,PRD0010,2022-03-05,33638.82,Monthly,1345.55,ADV0036,In-person,Active
ENR0000525,CUS000276,PRD0014,2022-03-05,105940.89,Quarterly,12712.91,ADV0028,Phone,Active
ENR0000526,CUS000276,PRD0007,2022-03-05,22311.66,Monthly,892.47,ADV0040,In-person,Active
ENR0000527,CUS000277,PRD0004,2020-12-13,3591.31,Monthly,57.46,ADV0016,Phone,Active
ENR0000528,CUS000277,PRD0006,2020-12-13,6135.63,One-time,0,ADV0037,Web,Active
ENR0000529,CUS000278,PRD0014,2022-05-12,31706.51,Monthly,634.13,ADV0009,In-person,Active
ENR0000530,CUS000279,PRD0006,2021-02-04,6748.34,Quarterly,404.9,ADV0019,Mobile App,Active
ENR0000531,CUS000280,PRD0011,2021-11-05,3313.18,Monthly,53.01,ADV0017,Phone,Active
ENR0000532,CUS000280,PRD0002,2021-11-05,18686.62,Bi-annual,1793.92,ADV0015,In-person,Active
ENR0000533,CUS000281,PRD0013,2023-11-24,3231.71,Quarterly,232.68,ADV0034,In-person,Active
ENR0000534,CUS000281,PRD0009,2023-11-24,3395.54,One-time,0,ADV0007,Mobile App,Active
ENR0000535,CUS000282,PRD0005,2024-05-20,30088.87,Quarterly,1444.27,ADV0034,Phone,Active
ENR0000536,CUS000282,PRD0002,2024-05-20,14034.35,Quarterly,673.65,ADV0003,In-person,Active
ENR0000537,CUS000283,PRD0002,2021-02-13,18736.34,Monthly,299.78,ADV0018,In-person,Active
ENR0000538,CUS000283,PRD0001,2021-02-13,3251.03,Monthly,52.02,ADV0004,In-person,Active
ENR0000539,CUS000284,PRD0001,2021-03-05,3456.47,Annual,663.64,ADV0003,In-person,Active
ENR0000540,CUS000284,PRD0014,2021-03-05,35532.8,Annual,6822.3,ADV0035,Mobile App,Active
ENR0000541,CUS000285,PRD0009,2021-09-12,3525.99,Monthly,49.36,ADV0039,In-person,Active
ENR0000542,CUS000286,PRD0013,2023-05-09,3977.4,Monthly,55.68,ADV0022,In-person,Active
ENR0000543,CUS000286,PRD0015,2023-05-09,55972.27,Monthly,783.61,ADV0007,Mobile App,Active
ENR0000544,CUS000287,PRD0008,2022-01-06,6876.88,One-time,0,ADV0017,In-person,Active
ENR0000545,CUS000287,PRD0007,2022-01-06,29346.65,Quarterly,2817.28,ADV0009,In-person,Active
ENR0000546,CUS000287,PRD0010,2022-01-06,35991.78,Bi-annual,6910.42,ADV0006,In-person,Active
ENR0000547,CUS000288,PRD0010,2023-09-08,20772.12,Bi-annual,5982.37,ADV0024,Mobile App,Active
ENR0000548,CUS000288,PRD0007,2023-09-08,35648.53,One-time,0,ADV0001,Mobile App,Active
ENR0000549,CUS000289,PRD0014,2021-11-10,345578.23,Annual,530808.16,ADV0012,In-person,Active
ENR0000550,CUS000289,PRD0003,2021-11-10,196529.17,One-time,0,ADV0048,Phone,Active
ENR0000551,CUS000289,PRD0008,2021-11-10,20423.13,One-time,0,ADV0020,Phone,Active
ENR0000552,CUS000289,PRD0013,2021-11-10,28808.79,Bi-annual,22125.15,ADV0006,In-person,Active
ENR0000553,CUS000289,PRD0001,2021-11-10,22544.45,Quarterly,8657.07,ADV0048,Phone,Active
ENR0000554,CUS000290,PRD0002,2022-11-28,20682.51,Quarterly,1240.95,ADV0044,In-person,Active
ENR0000555,CUS000291,PRD0001,2023-10-23,4293.39,Monthly,85.87,ADV0046,In-person,Active
ENR0000556,CUS000291,PRD0009,2023-10-23,2032.24,Bi-annual,243.87,ADV0035,Phone,Active
ENR0000557,CUS000292,PRD0002,2020-06-24,18836.72,Monthly,376.73,ADV0033,Web,Active
ENR0000558,CUS000292,PRD0015,2020-06-24,39773.67,Bi-annual,4772.84,ADV0044,In-person,Active
ENR0000559,CUS000293,PRD0003,2021-02-27,19898.11,Bi-annual,2387.77,ADV0022,In-person,Active
ENR0000560,CUS000293,PRD0001,2021-02-27,3676.71,Bi-annual,441.21,ADV0040,Mobile App,Active
ENR0000561,CUS000294,PRD0005,2021-09-06,48257.71,One-time,0,ADV0002,Web,Active
ENR0000562,CUS000295,PRD0009,2020-12-02,12065.46,One-time,0,ADV0033,In-person,Active
ENR0000563,CUS000295,PRD0012,2020-12-02,36614.54,Monthly,2343.33,ADV0014,In-person,Active
ENR0000564,CUS000295,PRD0013,2020-12-02,17626.12,Monthly,1128.07,ADV0048,Phone,Active
ENR0000565,CUS000295,PRD0014,2020-12-02,187848.29,One-time,0,ADV0014,In-person,Active
ENR0000566,CUS000296,PRD0012,2022-05-23,60813.44,Bi-annual,58380.9,ADV0006,Mobile App,Active
ENR0000567,CUS000296,PRD0002,2022-05-23,191106.95,Bi-annual,183462.67,ADV0048,In-person,Active
ENR0000568,CUS000296,PRD0009,2022-05-23,19694.25,Bi-annual,18906.48,ADV0033,Phone,Active
ENR0000569,CUS000296,PRD0001,2022-05-23,28900.15,Annual,55488.29,ADV0006,Web,Active
ENR0000570,CUS000296,PRD0010,2022-05-23,153170.84,Annual,294088.01,ADV0020,Mobile App,Active
ENR0000571,CUS000296,PRD0008,2022-05-23,19676.21,Quarterly,9444.58,ADV0020,Mobile App,Active
ENR0000572,CUS000296,PRD0013,2022-05-23,33482.1,Quarterly,16071.41,ADV0020,Mobile App,Active
ENR0000573,CUS000297,PRD0006,2024-02-19,10815.06,Annual,5191.23,ADV0033,In-person,Active
ENR0000574,CUS000297,PRD0002,2024-02-19,40815.74,Quarterly,4897.89,ADV0012,Phone,Active
ENR0000575,CUS000298,PRD0002,2021-02-25,17732.82,One-time,0,ADV0046,Phone,Active
ENR0000576,CUS000299,PRD0014,2021-02-07,31022.27,Annual,7445.34,ADV0002,Phone,Active
ENR0000577,CUS000300,PRD0009,2023-06-05,3733.76,Annual,1075.32,ADV0028,In-person,Active
ENR0000578,CUS000301,PRD0009,2023-12-16,5173.57,Bi-annual,993.32,ADV0022,Phone,Active
ENR0000579,CUS000301,PRD0004,2023-12-16,9970.67,Monthly,319.06,ADV0005,In-person,Active
ENR0000580,CUS000301,PRD0012,2023-12-16,19499.19,Annual,7487.69,ADV0041,In-person,Active
ENR0000581,CUS000302,PRD0013,2021-05-03,4250.28,Quarterly,255.02,ADV0047,Phone,Active
ENR0000582,CUS000302,PRD0008,2021-05-03,2304.51,Monthly,46.09,ADV0038,In-person,Active
ENR0000583,CUS000303,PRD0006,2020-10-09,5883.61,One-time,0,ADV0018,Phone,Active
ENR0000584,CUS000303,PRD0008,2020-10-09,2464.53,Annual,591.49,ADV0022,Mobile App,Active
ENR0000585,CUS000304,PRD0006,2022-09-29,6592.89,Quarterly,474.69,ADV0010,Web,Active
ENR0000586,CUS000304,PRD0007,2022-09-29,14305.38,Bi-annual,2059.97,ADV0037,In-person,Active
ENR0000587,CUS000305,PRD0006,2022-09-19,6423.95,Monthly,102.78,ADV0019,In-person,Active
ENR0000588,CUS000306,PRD0015,2022-10-04,35079.62,Bi-annual,5051.47,ADV0039,Phone,Active
ENR0000589,CUS000307,PRD0003,2021-03-27,18102.65,One-time,0,ADV0049,Web,Active
ENR0000590,CUS000307,PRD0002,2021-03-27,24498.21,One-time,0,ADV0035,Phone,Active
ENR0000591,CUS000308,PRD0014,2024-05-01,61546.64,Quarterly,7385.6,ADV0019,In-person,Active
ENR0000592,CUS000308,PRD0015,2024-05-01,103925.37,One-time,0,ADV0009,In-person,Active
ENR0000593,CUS000309,PRD0012,2024-08-13,57776.2,Annual,133116.37,ADV0042,Web,Active
ENR0000594,CUS000309,PRD0015,2024-08-13,478338.54,Monthly,91841.0,ADV0006,Phone,Active
ENR0000595,CUS000309,PRD0002,2024-08-13,172736.16,Bi-annual,198992.06,ADV0048,In-person,Active
ENR0000596,CUS000310,PRD0011,2020-07-28,6051.38,Monthly,193.64,ADV0046,Phone,Active
ENR0000597,CUS000310,PRD0012,2020-07-28,14333.78,One-time,0,ADV0021,Phone,Active
ENR0000598,CUS000311,PRD0004,2024-07-30,2842.19,Annual,682.12,ADV0015,In-person,Active
ENR0000599,CUS000312,PRD0003,2023-06-03,54416.07,Annual,31343.65,ADV0019,Web,Active
ENR0000600,CUS000312,PRD0008,2023-06-03,7803.33,Quarterly,1123.68,ADV0001,In-person,Active
ENR0000601,CUS000313,PRD0012,2022-12-26,5890.58,Annual,1413.74,ADV0045,Mobile App,Active
ENR0000602,CUS000314,PRD0010,2022-11-19,147255.35,Bi-annual,113092.11,ADV0033,In-person,Active
ENR0000603,CUS000314,PRD0004,2022-11-19,31956.84,One-time,0,ADV0042,Phone,Active
ENR0000604,CUS000314,PRD0011,2022-11-19,17797.88,Bi-annual,13668.77,ADV0042,In-person,Active
ENR0000605,CUS000314,PRD0006,2022-11-19,49895.85,Annual,76640.03,ADV0012,Mobile App,Active
ENR0000606,CUS000314,PRD0008,2022-11-19,26569.81,Bi-annual,20405.61,ADV0033,Phone,Active
ENR0000607,CUS000314,PRD0009,2022-11-19,28378.91,Annual,43590.0,ADV0042,Phone,Active
ENR0000608,CUS000314,PRD0003,2022-11-19,123475.51,Bi-annual,94829.19,ADV0020,In-person,Active
ENR0000609,CUS000314,PRD0005,2022-11-19,212160.65,Bi-annual,162939.38,ADV0006,In-person,Active
ENR0000610,CUS000315,PRD0013,2020-09-16,7126.0,Bi-annual,2052.29,ADV0004,Phone,Active
ENR0000611,CUS000315,PRD0008,2020-09-16,5359.37,Monthly,257.25,ADV0020,Phone,Active
ENR0000612,CUS000316,PRD0015,2023-03-28,72372.05,Monthly,2894.88,ADV0040,Phone,Active
ENR0000613,CUS000316,PRD0003,2023-03-28,48148.84,Monthly,1925.95,ADV0047,Mobile App,Active
ENR0000614,CUS000316,PRD0009,2023-03-28,4361.01,Bi-annual,1046.64,ADV0023,Phone,Active
ENR0000615,CUS000317,PRD0009,2024-03-15,2420.93,One-time,0,ADV0013,In-person,Active
ENR0000616,CUS000318,PRD0005,2024-02-09,45032.13,Bi-annual,4323.08,ADV0022,Phone,Active
ENR0000617,CUS000319,PRD0001,2022-05-29,9227.41,One-time,0,ADV0007,In-person,Active
ENR0000618,CUS000320,PRD0003,2022-09-20,38492.69,Monthly,1539.71,ADV0015,Phone,Active
ENR0000619,CUS000321,PRD0005,2022-07-30,43747.88,Annual,12599.39,ADV0042,In-person,Active
ENR0000620,CUS000322,PRD0002,2023-11-11,75225.48,Annual,72216.46,ADV0012,Web,Active
ENR0000621,CUS000322,PRD0015,2023-11-11,131466.8,One-time,0,ADV0035,Mobile App,Active
ENR0000622,CUS000323,PRD0007,2021-05-27,17434.83,Bi-annual,2510.62,ADV0018,Phone,Active
ENR0000623,CUS000323,PRD0009,2021-05-27,2528.54,One-time,0,ADV0031,In-person,Active
ENR0000624,CUS000324,PRD0004,2024-03-26,4917.22,One-time,0,ADV0018,Phone,Active
ENR0000625,CUS000325,PRD0001,2020-09-28,4318.89,Bi-annual,518.27,ADV0049,Phone,Active
ENR0000626,CUS000325,PRD0008,2020-09-28,2904.54,One-time,0,ADV0002,Phone,Active
ENR0000627,CUS000326,PRD0006,2022-05-14,15631.53,Bi-annual,4501.88,ADV0022,Web,Active
ENR0000628,CUS000326,PRD0008,2022-05-14,4381.56,Quarterly,630.94,ADV0014,In-person,Active
ENR0000629,CUS000327,PRD0002,2022-01-22,80824.42,Annual,54314.01,ADV0025,Phone,Active
ENR0000630,CUS000327,PRD0003,2022-01-22,63535.98,Annual,42696.18,ADV0020,Mobile App,Active
ENR0000631,CUS000327,PRD0007,2022-01-22,73372.94,Monthly,4108.88,ADV0033,In-person,Active
ENR0000632,CUS000328,PRD0005,2023-02-27,42259.93,One-time,0,ADV0032,In-person,Active
ENR0000633,CUS000329,PRD0006,2020-11-06,29659.93,One-time,0,ADV0048,In-person,Active
ENR0000634,CUS000329,PRD0008,2020-11-06,13594.04,Annual,10440.23,ADV0006,Phone,Active
ENR0000635,CUS000329,PRD0012,2020-11-06,30398.78,Monthly,1945.52,ADV0006,Phone,Active
ENR0000636,CUS000330,PRD0015,2020-09-09,42725.47,Quarterly,1794.47,ADV0041,In-person,Active
ENR0000637,CUS000331,PRD0012,2023-08-13,9371.08,Annual,2249.06,ADV0026,Web,Active
ENR0000638,CUS000332,PRD0005,2023-09-10,132238.61,Bi-annual,76169.44,ADV0007,Phone,Active
ENR0000639,CUS000332,PRD0012,2023-09-10,25803.94,Quarterly,7431.53,ADV0007,In-person,Active
ENR0000640,CUS000332,PRD0011,2023-09-10,12155.04,Bi-annual,7001.3,ADV0021,In-person,Active
ENR0000641,CUS000332,PRD0015,2023-09-10,231249.55,Quarterly,66599.87,ADV0006,In-person,Active
ENR0000642,CUS000332,PRD0009,2023-09-10,8078.57,Annual,9306.51,ADV0006,Web,Active
ENR0000643,CUS000333,PRD0005,2020-04-21,85073.23,Quarterly,12250.55,ADV0045,Mobile App,Active
ENR0000644,CUS000334,PRD0002,2023-05-01,20312.16,One-time,0,ADV0011,Web,Active
ENR0000645,CUS000334,PRD0001,2023-05-01,3362.39,Monthly,67.25,ADV0013,Mobile App,Active
ENR0000646,CUS000335,PRD0006,2023-03-10,8834.94,Bi-annual,1272.23,ADV0036,Phone,Active
ENR0000647,CUS000335,PRD0010,2023-03-10,10774.76,Quarterly,775.78,ADV0007,In-person,Active
ENR0000648,CUS000336,PRD0005,2020-05-18,39091.49,Quarterly,1641.84,ADV0034,In-person,Active
ENR0000649,CUS000337,PRD0010,2022-10-23,37068.0,One-time,0,ADV0018,In-person,Active
ENR0000650,CUS000337,PRD0013,2022-10-23,6046.53,Monthly,193.49,ADV0015,Phone,Active
ENR0000651,CUS000338,PRD0003,2021-09-26,17472.28,Monthly,349.45,ADV0021,Web,Active
ENR0000652,CUS000339,PRD0009,2023-07-23,7228.94,Annual,3469.89,ADV0043,Mobile App,Active
ENR0000653,CUS000340,PRD0004,2021-05-03,3900.36,Annual,1123.3,ADV0050,In-person,Active
ENR0000654,CUS000341,PRD0005,2024-02-27,76099.29,One-time,0,ADV0006,Phone,Active
ENR0000655,CUS000341,PRD0014,2024-02-27,117321.61,Bi-annual,28157.19,ADV0046,Mobile App,Active
ENR0000656,CUS000342,PRD0008,2021-12-11,3577.93,Monthly,50.09,ADV0036,In-person,Active
ENR0000657,CUS000342,PRD0012,2021-12-11,5890.06,Bi-annual,494.77,ADV0030,In-person,Active
ENR0000658,CUS000343,PRD0007,2021-07-04,31195.88,Quarterly,2994.8,ADV0025,Phone,Active
ENR0000659,CUS000343,PRD0004,2021-07-04,5979.18,Bi-annual,1148.0,ADV0034,In-person,Active
ENR0000660,CUS000343,PRD0010,2021-07-04,26569.03,Bi-annual,5101.25,ADV0017,Phone,Active
ENR0000661,CUS000344,PRD0001,2020-05-10,3187.38,Annual,764.97,ADV0026,Mobile App,Active
ENR0000662,CUS000344,PRD0011,2020-05-10,2548.35,Monthly,50.97,ADV0037,In-person,Active
ENR0000663,CUS000345,PRD0008,2020-04-23,2946.9,One-time,0,ADV0007,Web,Active
ENR0000664,CUS000345,PRD0003,2020-09-02,24193.81,Quarterly,1451.63,ADV0046,Phone,Active
ENR0000665,CUS000346,PRD0007,2023-10-12,36681.29,Monthly,1760.7,ADV0004,Phone,Active
ENR0000666,CUS000347,PRD0002,2022-08-24,19301.04,Quarterly,1158.06,ADV0042,Phone,Active
ENR0000667,CUS000347,PRD0014,2022-08-24,39979.95,Bi-annual,4797.59,ADV0046,Mobile App,Active
ENR0000668,CUS000348,PRD0011,2021-05-23,2806.35,Monthly,56.13,ADV0005,Web,Active
ENR0000669,CUS000349,PRD0002,2023-10-10,63776.27,Quarterly,10714.41,ADV0025,Web,Active
ENR0000670,CUS000349,PRD0003,2023-10-10,78669.87,One-time,0,ADV0033,Mobile App,Active
ENR0000671,CUS000349,PRD0008,2023-10-10,12545.39,Monthly,702.54,ADV0007,Phone,Active
ENR0000672,CUS000349,PRD0001,2023-10-10,11162.62,Monthly,625.11,ADV0006,Phone,Active
ENR0000673,CUS000350,PRD0010,2022-08-10,71549.47,Quarterly,17171.87,ADV0014,Web,Active
ENR0000674,CUS000350,PRD0011,2022-08-10,15017.59,Quarterly,3604.22,ADV0020,Phone,Active
ENR0000675,CUS000350,PRD0001,2022-08-10,17474.08,Quarterly,4193.78,ADV0020,Mobile App,Active
ENR0000676,CUS000350,PRD0003,2022-08-10,70680.24,Quarterly,16963.26,ADV0007,Web,Active
ENR0000677,CUS000351,PRD0005,2021-02-14,47089.21,Quarterly,1977.75,ADV0019,Mobile App,Active
ENR0000678,CUS000352,PRD0002,2022-10-07,134885.92,One-time,0,ADV0042,Phone,Active
ENR0000679,CUS000352,PRD0008,2022-10-07,16587.7,One-time,0,ADV0042,Web,Active
ENR0000680,CUS000352,PRD0006,2022-10-07,79750.23,Annual,183744.52,ADV0006,In-person,Active
ENR0000681,CUS000352,PRD0010,2022-10-07,96595.76,One-time,0,ADV0020,In-person,Active
ENR0000682,CUS000352,PRD0013,2022-10-07,21815.15,Quarterly,12565.53,ADV0006,Mobile App,Active
ENR0000683,CUS000353,PRD0015,2022-04-19,33458.95,Quarterly,1405.28,ADV0031,Mobile App,Active
ENR0000684,CUS000354,PRD0010,2022-02-09,33166.1,Monthly,1061.32,ADV0021,In-person,Active
ENR0000685,CUS000354,PRD0007,2022-02-09,37386.58,Monthly,1196.37,ADV0011,In-person,Active
ENR0000686,CUS000355,PRD0011,2020-05-02,18603.93,One-time,0,ADV0048,In-person,Active
ENR0000687,CUS000355,PRD0002,2020-05-02,180922.13,Annual,347370.5,ADV0020,In-person,Active
ENR0000688,CUS000355,PRD0003,2020-09-02,207714.58,Annual,398812.0,ADV0048,Mobile App,Active
ENR0000689,CUS000355,PRD0006,2020-05-02,64037.68,Annual,122952.34,ADV0033,Phone,Active
ENR0000690,CUS000355,PRD0005,2020-05-02,394153.13,Quarterly,189193.5,ADV0020,Mobile App,Active
ENR0000691,CUS000356,PRD0010,2022-11-30,15930.76,Quarterly,1147.01,ADV0033,Mobile App,Active
ENR0000692,CUS000356,PRD0007,2022-11-30,18865.95,One-time,0,ADV0013,Phone,Active
ENR0000693,CUS000357,PRD0011,2023-07-29,5332.59,Monthly,213.3,ADV0006,Web,Active
ENR0000694,CUS000358,PRD0008,2021-06-18,8006.75,Quarterly,1921.62,ADV0042,In-person,Active
ENR0000695,CUS000358,PRD0007,2021-06-18,52301.07,Quarterly,12552.26,ADV0042,In-person,Active
ENR0000696,CUS000358,PRD0003,2021-06-18,65410.01,Quarterly,15698.4,ADV0006,In-person,Active
ENR0000697,CUS000358,PRD0015,2021-06-18,120593.37,Quarterly,28942.41,ADV0033,Mobile App,Active
ENR0000698,CUS000359,PRD0015,2020-06-01,165154.99,Annual,158548.79,ADV0042,Phone,Active
ENR0000699,CUS000359,PRD0008,2020-06-01,11100.59,Bi-annual,5328.28,ADV0006,In-person,Active
ENR0000700,CUS000359,PRD0011,2020-06-01,15184.17,Annual,14576.8,ADV0007,Phone,Active
ENR0000701,CUS000360,PRD0008,2022-07-09,3480.86,One-time,0,ADV0002,Web,Active
ENR0000702,CUS000360,PRD0011,2022-07-09,3535.69,Bi-annual,424.28,ADV0024,Web,Active
ENR0000703,CUS000361,PRD0015,2022-08-06,49367.32,Quarterly,2962.04,ADV0032,Web,Active
ENR0000704,CUS000361,PRD0002,2022-08-06,16274.22,Monthly,325.48,ADV0022,Web,Active
ENR0000705,CUS000362,PRD0003,2021-11-02,19666.38,Annual,4719.93,ADV0003,Mobile App,Active
ENR0000706,CUS000362,PRD0005,2021-11-02,29487.95,Annual,7077.11,ADV0044,Phone,Active
ENR0000707,CUS000363,PRD0013,2021-06-16,6731.43,Monthly,215.41,ADV0042,Phone,Active
ENR0000708,CUS000363,PRD0002,2021-06-16,29022.09,Quarterly,2786.12,ADV0037,In-person,Active
ENR0000709,CUS000364,PRD0008,2020-07-27,6615.27,Annual,2222.73,ADV0028,In-person,Active
ENR0000710,CUS000365,PRD0005,2024-08-13,40852.93,One-time,0,ADV0029,Mobile App,Active
ENR0000711,CUS000365,PRD0012,2024-08-13,8560.12,One-time,0,ADV0024,Web,Active
ENR0000712,CUS000366,PRD0009,2020-06-02,2766.94,Monthly,44.27,ADV0010,Mobile App,Active
ENR0000713,CUS000366,PRD0013,2020-06-02,2994.03,One-time,0,ADV0047,In-person,Active
ENR0000714,CUS000367,PRD0008,2024-08-25,5126.86,Monthly,143.55,ADV0032,Web,Active
ENR0000715,CUS000368,PRD0005,2022-03-19,33436.54,Bi-annual,4814.86,ADV0050,In-person,Active
ENR0000716,CUS000368,PRD0007,2022-03-19,11787.28,Bi-annual,1697.37,ADV0027,Mobile App,Active
ENR0000717,CUS000369,PRD0011,2021-07-17,3191.56,Bi-annual,306.39,ADV0047,Mobile App,Active
ENR0000718,CUS000369,PRD0001,2021-07-17,3121.57,Monthly,49.95,ADV0035,Web,Active
ENR0000719,CUS000370,PRD0007,2022-10-18,13453.86,Annual,2583.14,ADV0045,In-person,Active
ENR0000720,CUS000370,PRD0005,2022-10-18,26016.02,Bi-annual,2497.54,ADV0024,Web,Active
ENR0000721,CUS000371,PRD0009,2021-02-12,4315.06,Bi-annual,724.93,ADV0028,Phone,Active
ENR0000722,CUS000371,PRD0012,2021-02-12,19503.59,Bi-annual,3276.6,ADV0047,Phone,Active
ENR0000723,CUS000372,PRD0002,2024-05-20,29791.09,Bi-annual,5719.89,ADV0020,Phone,Active
ENR0000724,CUS000372,PRD0013,2024-05-20,8471.29,Monthly,271.08,ADV0024,Phone,Active
ENR0000725,CUS000373,PRD0005,2021-01-03,42221.58,Quarterly,3039.95,ADV0018,Phone,Active
ENR0000726,CUS000373,PRD0012,2021-01-03,8023.11,Quarterly,577.66,ADV0044,Phone,Active
ENR0000727,CUS000374,PRD0004,2024-04-19,4455.13,Quarterly,267.31,ADV0018,Mobile App,Active
ENR0000728,CUS000374,PRD0001,2024-04-19,2742.87,Quarterly,164.57,ADV0002,Phone,Active
ENR0000729,CUS000375,PRD0010,2024-07-29,25756.63,One-time,0,ADV0030,In-person,Active
ENR0000730,CUS000376,PRD0008,2020-12-21,2025.13,Bi-annual,243.02,ADV0021,In-person,Active
ENR0000731,CUS000376,PRD0009,2020-12-21,2303.56,Annual,552.85,ADV0014,Phone,Active
ENR0000732,CUS000377,PRD0005,2021-12-21,196772.36,Annual,151121.17,ADV0025,Phone,Active
ENR0000733,CUS000377,PRD0007,2021-12-21,48302.05,One-time,0,ADV0033,In-person,Active
ENR0000734,CUS000377,PRD0001,2021-12-21,14514.99,Annual,11147.51,ADV0012,Phone,Active
ENR0000735,CUS000377,PRD0011,2021-12-21,12994.12,One-time,0,ADV0035,Phone,Active
ENR0000736,CUS000377,PRD0010,2021-12-21,70055.54,Bi-annual,26901.33,ADV0025,Phone,Active
ENR0000737,CUS000378,PRD0015,2020-12-25,33950.92,One-time,0,ADV0008,Web,Active
ENR0000738,CUS000378,PRD0009,2020-12-25,2422.61,Monthly,48.45,ADV0037,Phone,Active
ENR0000739,CUS000379,PRD0009,2020-01-02,2704.05,Quarterly,194.69,ADV0027,In-person,Active
ENR0000740,CUS000379,PRD0007,2020-01-02,13194.03,Bi-annual,1899.94,ADV0041,Mobile App,Active
ENR0000741,CUS000380,PRD0004,2021-10-24,3509.91,Annual,673.9,ADV0019,In-person,Active
ENR0000742,CUS000380,PRD0014,2021-10-24,34709.03,Quarterly,1666.03,ADV0026,In-person,Active
ENR0000743,CUS000381,PRD0011,2022-01-17,26449.67,Annual,40626.69,ADV0042,Phone,Active
ENR0000744,CUS000381,PRD0003,2022-01-17,194265.12,Quarterly,74597.8,ADV0020,Phone,Active
ENR0000745,CUS000381,PRD0015,2022-01-17,383896.36,Annual,589664.81,ADV0012,Phone,Active
ENR0000746,CUS000381,PRD0002,2022-01-17,116645.89,Annual,179168.08,ADV0033,Mobile App,Active
ENR0000747,CUS000381,PRD0007,2022-01-17,81817.56,One-time,0,ADV0033,Phone,Active
ENR0000748,CUS000381,PRD0010,2022-01-17,148024.72,Quarterly,56841.49,ADV0042,Phone,Active
ENR0000749,CUS000382,PRD0008,2021-10-22,3874.28,Quarterly,232.46,ADV0021,Web,Active
ENR0000750,CUS000383,PRD0004,2023-02-24,7888.01,Annual,2650.37,ADV0016,In-person,Active
ENR0000751,CUS000384,PRD0013,2024-02-12,5884.39,Annual,2824.51,ADV0033,In-person,Active
ENR0000752,CUS000385,PRD0004,2024-04-27,20137.67,Monthly,2577.62,ADV0033,In-person,Active
ENR0000753,CUS000385,PRD0008,2024-04-27,29794.7,Monthly,3813.72,ADV0042,Phone,Active
ENR0000754,CUS000385,PRD0012,2024-04-27,68631.79,One-time,0,ADV0033,Phone,Active
ENR0000755,CUS000385,PRD0002,2024-04-27,143852.11,Monthly,18413.07,ADV0006,Phone,Active
ENR0000756,CUS000386,PRD0007,2020-08-01,65985.19,Annual,50676.63,ADV0048,Mobile App,Active
ENR0000757,CUS000386,PRD0012,2020-08-01,35158.81,One-time,0,ADV0048,In-person,Active
ENR0000758,CUS000386,PRD0009,2020-08-01,11303.14,Bi-annual,4340.41,ADV0006,In-person,Active
ENR0000759,CUS000386,PRD0011,2020-08-01,9680.68,Monthly,619.56,ADV0033,Phone,Active
ENR0000760,CUS000387,PRD0015,2020-12-09,89494.62,Quarterly,8591.48,ADV0049,In-person,Active
ENR0000761,CUS000387,PRD0012,2020-12-09,16891.94,Bi-annual,3243.25,ADV0029,In-person,Active
ENR0000762,CUS000388,PRD0013,2021-06-27,2850.05,One-time,0,ADV0019,Mobile App,Active
ENR0000763,CUS000389,PRD0012,2020-04-08,6533.31,Quarterly,313.6,ADV0037,In-person,Active
ENR0000764,CUS000389,PRD0005,2020-04-08,42826.97,Bi-annual,4111.39,ADV0010,Phone,Active
ENR0000765,CUS000390,PRD0010,2022-02-07,12923.33,Annual,3101.6,ADV0017,Phone,Active
ENR0000766,CUS000391,PRD0010,2020-03-09,13029.57,One-time,0,ADV0001,Mobile App,Active
ENR0000767,CUS000392,PRD0010,2020-11-25,39448.07,Quarterly,3787.01,ADV0038,In-person,Active
ENR0000768,CUS000392,PRD0003,2020-11-25,45700.12,Annual,17548.85,ADV0032,In-person,Active
ENR0000769,CUS000393,PRD0008,2022-06-02,13349.96,Monthly,854.4,ADV0033,Phone,Active
ENR0000770,CUS000393,PRD0007,2022-06-02,48972.4,Bi-annual,18805.4,ADV0007,Phone,Active
ENR0000771,CUS000393,PRD0001,2022-06-02,16499.97,Bi-annual,6335.99,ADV0021,Phone,Active
ENR0000772,CUS000394,PRD0012,2021-01-24,6012.65,Monthly,120.25,ADV0026,In-person,Active
ENR0000773,CUS000395,PRD0005,2020-07-15,38832.11,One-time,0,ADV0048,Phone,Active
ENR0000774,CUS000396,PRD0008,2020-06-28,3133.4,Quarterly,131.6,ADV0016,Web,Active
ENR0000775,CUS000397,PRD0015,2020-12-15,73700.4,Annual,24763.33,ADV0012,Mobile App,Active
ENR0000776,CUS000397,PRD0011,2020-12-15,6207.9,Monthly,173.82,ADV0048,Web,Active
ENR0000777,CUS000397,PRD0004,2020-12-15,9530.7,Quarterly,800.58,ADV0034,Web,Active
ENR0000778,CUS000398,PRD0004,2023-09-15,3964.19,One-time,0,ADV0031,Web,Active
ENR0000779,CUS000399,PRD0013,2022-07-01,2682.64,Annual,643.83,ADV0008,In-person,Active
