interaction_id,customer_id,date,channel,reason_code,duration_minutes,satisfaction_score,resolution_status,agent_id
INT002720,CUS000472,2022-07-13,Phone,Complaint,22,2.8,Unresolved,AGT0045
INT002721,CUS000282,2024-06-24,In-person,Account Inquiry,17,4.6,Resolved,AGT0084
INT002722,CUS000087,2022-03-21,Web,Technical Support,10,2.8,Partially Resolved,AGT0097
INT002723,CUS000982,2022-04-06,Email,Password Reset,3,4.3,Resolved,AGT0095
INT002724,CUS000292,2023-08-26,Chat,Market Information,13,4.9,Resolved,AGT0005
INT002725,CUS000183,2023-03-23,In-person,Fee Inquiry,30,3.8,Partially Resolved,AGT0100
INT002726,CUS000221,2024-06-11,Email,Market Information,6,3.9,Resolved,AGT0029
INT002727,CUS000834,2021-09-30,In-person,Fee Inquiry,10,4.0,Resolved,AGT0075
INT002728,CUS000023,2024-08-26,In-person,Account Inquiry,12,4.1,Resolved,AGT0088
INT002729,CUS000081,2024-07-24,Chat,Investment Advice,2,4.3,Resolved,AGT0092
INT002730,CUS000980,2023-11-04,Web,Transaction Issue,15,3.0,Unresolved,AGT0083
INT002731,CUS000196,2024-08-25,Mobile App,Investment Advice,5,4.2,Resolved,AGT0083
INT002732,CUS000063,2022-05-24,Phone,Account Inquiry,16,4.6,Resolved,AGT0040
INT002733,CUS000946,2023-08-12,In-person,Transaction Issue,18,3.0,Partially Resolved,AGT0053
INT002734,CUS000104,2023-11-09,Email,Account Inquiry,7,3.6,Partially Resolved,AGT0084
INT002735,CUS000480,2024-04-17,In-person,Fee Inquiry,15,3.9,Resolved,AGT0032
INT002736,CUS000602,2024-07-13,In-person,Account Inquiry,22,3.5,Partially Resolved,AGT0038
INT002737,CUS000762,2024-04-06,Email,Fee Inquiry,11,4.5,Resolved,AGT0092
INT002738,CUS000841,2024-02-01,Phone,Investment Advice,8,3.7,Resolved,AGT0078
INT002739,CUS000660,2024-08-14,Email,Statement Request,5,4.6,Resolved,AGT0019
INT002740,CUS000257,2024-02-05,In-person,Statement Request,24,3.7,Resolved,AGT0088
INT002741,CUS000515,2023-10-11,In-person,Transaction Issue,31,3.0,Unresolved,AGT0003
INT002742,CUS000640,2024-02-27,Email,Statement Request,7,4.0,Partially Resolved,AGT0069
INT002743,CUS000114,2022-02-25,Phone,Password Reset,22,2.7,Partially Resolved,AGT0005
INT002744,CUS000721,2023-07-13,Email,Market Information,8,3.8,Partially Resolved,AGT0099
INT002745,CUS000929,2023-07-01,Phone,Complaint,43,2.8,Partially Resolved,AGT0016
INT002746,CUS000640,2023-12-20,In-person,Fee Inquiry,10,4.3,Resolved,AGT0046
INT002747,CUS000802,2023-11-02,Phone,Password Reset,13,4.0,Resolved,AGT0094
INT002748,CUS000386,2023-07-18,Phone,Investment Advice,9,4.2,Resolved,AGT0009
INT002749,CUS000270,2023-04-05,In-person,Account Inquiry,25,3.7,Resolved,AGT0050
INT002750,CUS000824,2023-12-08,In-person,Complaint,12,2.9,Unresolved,AGT0052
INT002751,CUS000746,2024-07-03,Mobile App,Technical Support,15,3.2,Resolved,AGT0043
INT002752,CUS000950,2022-08-11,Phone,Technical Support,7,2.7,Partially Resolved,AGT0076
INT002753,CUS000189,2022-07-22,Phone,Fee Inquiry,12,3.5,Partially Resolved,AGT0019
INT002754,CUS000181,2021-07-10,Phone,Password Reset,27,3.8,Partially Resolved,AGT0049
INT002755,CUS000203,2024-03-26,In-person,Fee Inquiry,20,3.5,Resolved,AGT0007
INT002756,CUS000040,2023-02-09,Phone,Transaction Issue,15,3.9,Resolved,AGT0044
INT002757,CUS000466,2024-08-02,Mobile App,Statement Request,9,3.9,Partially Resolved,AGT0080
INT002758,CUS000829,2022-05-18,In-person,Transaction Issue,39,2.6,Unresolved,AGT0065
INT002759,CUS000442,2024-05-03,Email,Investment Advice,7,4.1,Resolved,AGT0074
INT002760,CUS000082,2022-01-10,Phone,Transaction Issue,34,2.8,Partially Resolved,AGT0055
INT002761,CUS000319,2023-11-10,Web,Investment Advice,10,4.6,Resolved,AGT0072
INT002762,CUS000605,2021-05-22,Web,Statement Request,5,3.9,Resolved,AGT0096
INT002763,CUS000368,2023-12-03,Phone,Transaction Issue,7,3.2,Partially Resolved,AGT0085
INT002764,CUS000418,2021-07-04,Email,Market Information,6,3.7,Partially Resolved,AGT0059
INT002765,CUS000525,2022-12-21,In-person,Statement Request,20,4.8,Resolved,AGT0063
INT002766,CUS000594,2024-03-31,Mobile App,Investment Advice,15,3.9,Resolved,AGT0046
INT002767,CUS000292,2021-09-09,Phone,Complaint,36,2.7,Partially Resolved,AGT0060
INT002768,CUS000493,2024-09-10,In-person,Complaint,28,2.8,Partially Resolved,AGT0082
INT002769,CUS000684,2023-10-15,Phone,Account Inquiry,30,3.0,Unresolved,AGT0032
INT002770,CUS000071,2024-04-24,Mobile App,Investment Advice,11,3.8,Partially Resolved,AGT0044
INT002771,CUS000289,2023-08-04,Phone,Investment Advice,6,4.1,Resolved,AGT0045
INT002772,CUS000660,2022-09-29,Chat,Password Reset,13,4.5,Resolved,AGT0013
INT002773,CUS000799,2021-02-16,Phone,Statement Request,28,3.1,Partially Resolved,AGT0045
INT002774,CUS000326,2024-05-26,Phone,Investment Advice,12,3.8,Partially Resolved,AGT0019
INT002775,CUS000661,2024-01-21,Chat,Technical Support,10,3.2,Partially Resolved,AGT0094
INT002776,CUS000791,2022-01-02,In-person,Market Information,12,3.3,Resolved,AGT0099
INT002777,CUS000565,2024-06-13,Chat,Password Reset,7,3.0,Partially Resolved,AGT0001
INT002778,CUS000049,2024-09-08,In-person,Complaint,30,1.9,Unresolved,AGT0018
INT002779,CUS000209,2024-08-12,Web,Complaint,15,3.1,Resolved,AGT0054
INT002780,CUS000754,2024-09-26,Chat,Fee Inquiry,11,4.6,Resolved,AGT0019
INT002781,CUS000937,2022-06-05,Phone,Complaint,45,2.2,Unresolved,AGT0097
INT002782,CUS000572,2023-11-16,Web,Fee Inquiry,8,3.5,Resolved,AGT0063
INT002783,CUS000773,2021-01-15,Phone,Investment Advice,19,3.9,Resolved,AGT0082
INT002784,CUS000361,2024-07-26,In-person,Account Inquiry,17,3.5,Partially Resolved,AGT0091
INT002785,CUS000638,2021-07-27,Web,Password Reset,14,3.2,Resolved,AGT0065
INT002786,CUS000513,2024-04-06,Phone,Complaint,21,3.3,Partially Resolved,AGT0048
INT002787,CUS000522,2024-06-18,Web,Fee Inquiry,11,4.8,Resolved,AGT0015
INT002788,CUS000735,2023-09-03,In-person,Complaint,15,3.0,Resolved,AGT0063
INT002789,CUS000006,2023-09-01,In-person,Investment Advice,11,4.0,Resolved,AGT0035
INT002790,CUS000336,2022-08-13,Email,Fee Inquiry,11,3.8,Resolved,AGT0064
INT002791,CUS000545,2024-04-12,In-person,Password Reset,7,4.9,Resolved,AGT0051
INT002792,CUS000895,2024-08-10,Phone,Password Reset,24,3.4,Resolved,AGT0100
INT002793,CUS000162,2024-09-08,Email,Complaint,15,2.8,Unresolved,AGT0029
INT002794,CUS000445,2024-06-17,Email,Technical Support,7,3.1,Partially Resolved,AGT0036
INT002795,CUS000966,2024-09-14,Phone,Statement Request,27,4.1,Resolved,AGT0077
INT002796,CUS000602,2023-04-27,Phone,Technical Support,11,3.0,Partially Resolved,AGT0039
INT002797,CUS000544,2023-10-10,Web,Market Information,10,4.5,Resolved,AGT0074
INT002798,CUS000870,2023-04-08,In-person,Technical Support,24,2.0,Unresolved,AGT0098
INT002799,CUS000911,2022-08-24,Mobile App,Complaint,18,2.8,Partially Resolved,AGT0060
INT002800,CUS000849,2022-04-17,Mobile App,Transaction Issue,9,3.0,Resolved,AGT0063
INT002801,CUS000781,2024-06-24,Chat,Transaction Issue,12,3.0,Resolved,AGT0001
INT002802,CUS000460,2024-02-28,Phone,Investment Advice,14,4.9,Resolved,AGT0100
INT002803,CUS000707,2023-11-25,Phone,Password Reset,13,5,Resolved,AGT0044
INT002804,CUS000982,2023-04-13,Phone,Account Inquiry,27,3.5,Resolved,AGT0069
INT002805,CUS000350,2023-11-16,Web,Technical Support,5,3.9,Resolved,AGT0088
INT002806,CUS000942,2023-04-08,Email,Transaction Issue,15,3.4,Partially Resolved,AGT0052
INT002807,CUS000444,2023-11-19,Phone,Fee Inquiry,22,2.6,Partially Resolved,AGT0076
INT002808,CUS000069,2024-05-04,In-person,Transaction Issue,9,2.4,Partially Resolved,AGT0057
INT002809,CUS000266,2024-02-02,Phone,Account Inquiry,28,3.6,Resolved,AGT0013
INT002810,CUS000742,2023-12-20,In-person,Complaint,7,3.8,Resolved,AGT0039
INT002811,CUS000974,2023-05-26,Chat,Account Inquiry,4,3.9,Resolved,AGT0059
INT002812,CUS000162,2024-07-26,Phone,Market Information,19,3.8,Resolved,AGT0074
INT002813,CUS000096,2024-06-03,Mobile App,Transaction Issue,12,3.0,Resolved,AGT0030
INT002814,CUS000275,2023-04-07,Chat,Investment Advice,8,3.7,Resolved,AGT0051
INT002815,CUS000171,2021-07-31,In-person,Statement Request,23,2.5,Partially Resolved,AGT0032
INT002816,CUS000301,2024-06-14,In-person,Statement Request,5,3.9,Resolved,AGT0057
INT002817,CUS000085,2024-03-16,Email,Transaction Issue,21,2.5,Unresolved,AGT0086
INT002818,CUS000180,2022-12-16,Phone,Statement Request,8,3.2,Partially Resolved,AGT0001
INT002819,CUS000263,2023-03-21,Email,Market Information,11,4.4,Resolved,AGT0066
INT002820,CUS000234,2023-02-17,In-person,Technical Support,22,2.4,Unresolved,AGT0094
INT002821,CUS000140,2024-01-03,In-person,Password Reset,16,4.2,Resolved,AGT0034
INT002822,CUS000918,2024-06-26,Email,Fee Inquiry,15,5,Resolved,AGT0014
INT002823,CUS000276,2023-04-24,Chat,Complaint,6,2.4,Unresolved,AGT0063
INT002824,CUS000208,2024-09-08,Mobile App,Account Inquiry,3,3.3,Resolved,AGT0043
INT002825,CUS000432,2021-12-02,In-person,Statement Request,8,3.3,Partially Resolved,AGT0082
INT002826,CUS000563,2023-06-11,In-person,Investment Advice,10,4.1,Resolved,AGT0029
INT002827,CUS000417,2023-01-04,Chat,Investment Advice,11,3.8,Resolved,AGT0006
INT002828,CUS000645,2023-06-28,Email,Transaction Issue,22,2.1,Unresolved,AGT0046
INT002829,CUS000010,2024-07-10,Email,Fee Inquiry,3,3.5,Resolved,AGT0050
INT002830,CUS000354,2023-05-31,Phone,Investment Advice,25,3.6,Partially Resolved,AGT0025
INT002831,CUS000871,2023-10-04,Phone,Transaction Issue,22,3.2,Resolved,AGT0019
INT002832,CUS000539,2024-09-14,Email,Statement Request,7,3.9,Resolved,AGT0032
INT002833,CUS000800,2021-01-15,Phone,Market Information,29,3.4,Resolved,AGT0019
INT002834,CUS000805,2022-09-29,Phone,Password Reset,5,3.7,Partially Resolved,AGT0097
INT002835,CUS000718,2022-08-10,In-person,Transaction Issue,19,2.5,Partially Resolved,AGT0019
INT002836,CUS000811,2023-05-30,Phone,Investment Advice,6,4.2,Resolved,AGT0078
INT002837,CUS000233,2022-10-06,In-person,Password Reset,9,3.9,Resolved,AGT0055
INT002838,CUS000492,2022-02-15,Email,Password Reset,4,4.1,Resolved,AGT0011
INT002839,CUS000321,2022-09-29,Phone,Transaction Issue,45,3.2,Resolved,AGT0078
INT002840,CUS000425,2023-10-15,In-person,Statement Request,11,3.4,Partially Resolved,AGT0002
INT002841,CUS000823,2023-07-09,In-person,Investment Advice,30,3.2,Partially Resolved,AGT0058
INT002842,CUS000667,2024-06-19,Chat,Account Inquiry,2,4.5,Resolved,AGT0016
INT002843,CUS000236,2024-05-10,In-person,Market Information,22,3.0,Partially Resolved,AGT0013
INT002844,CUS000846,2021-09-09,In-person,Password Reset,5,4.0,Resolved,AGT0052
INT002845,CUS000394,2023-05-17,In-person,Password Reset,19,4.0,Resolved,AGT0051
INT002846,CUS000952,2024-05-06,Email,Statement Request,11,4.0,Resolved,AGT0087
INT002847,CUS000023,2024-06-07,Phone,Technical Support,8,3.6,Partially Resolved,AGT0081
INT002848,CUS000618,2024-05-01,In-person,Investment Advice,10,3.9,Partially Resolved,AGT0096
INT002849,CUS000497,2024-08-12,Web,Fee Inquiry,7,3.6,Partially Resolved,AGT0008
INT002850,CUS000257,2022-10-15,In-person,Investment Advice,25,4.0,Resolved,AGT0093
INT002851,CUS000766,2020-02-08,Phone,Password Reset,10,4.0,Resolved,AGT0097
INT002852,CUS000619,2022-07-12,In-person,Market Information,21,3.1,Resolved,AGT0043
INT002853,CUS000824,2022-03-23,Phone,Transaction Issue,28,2.8,Unresolved,AGT0002
INT002854,CUS000982,2023-12-31,Phone,Market Information,22,3.8,Resolved,AGT0095
INT002855,CUS000967,2023-11-14,In-person,Statement Request,27,3.8,Partially Resolved,AGT0015
INT002856,CUS000737,2024-05-24,Phone,Account Inquiry,12,3.8,Partially Resolved,AGT0013
INT002857,CUS000453,2024-04-30,Mobile App,Complaint,21,2.6,Unresolved,AGT0038
INT002858,CUS000868,2022-12-17,Chat,Account Inquiry,7,4.1,Resolved,AGT0094
INT002859,CUS000800,2024-07-05,Mobile App,Transaction Issue,7,3.2,Partially Resolved,AGT0003
INT002860,CUS000481,2024-02-24,In-person,Statement Request,7,4.4,Resolved,AGT0015
INT002861,CUS000832,2022-11-18,Phone,Market Information,25,3.8,Partially Resolved,AGT0086
INT002862,CUS000437,2022-09-23,Phone,Password Reset,20,3.6,Resolved,AGT0088
INT002863,CUS000847,2024-09-16,Web,Account Inquiry,10,3.6,Resolved,AGT0073
INT002864,CUS000214,2023-04-22,In-person,Transaction Issue,13,2.4,Unresolved,AGT0097
INT002865,CUS000336,2023-12-10,Mobile App,Market Information,10,4.5,Resolved,AGT0017
INT002866,CUS000872,2023-06-05,Phone,Transaction Issue,18,2.9,Partially Resolved,AGT0074
INT002867,CUS000737,2024-05-30,Email,Market Information,8,3.6,Resolved,AGT0079
INT002868,CUS000807,2022-12-11,In-person,Fee Inquiry,12,4.0,Resolved,AGT0094
INT002869,CUS000645,2024-04-11,Phone,Password Reset,19,3.8,Resolved,AGT0054
INT002870,CUS000802,2023-09-13,Phone,Technical Support,20,3.5,Partially Resolved,AGT0032
INT002871,CUS000037,2023-10-14,Phone,Complaint,43,1.7,Partially Resolved,AGT0018
INT002872,CUS000856,2024-05-26,Phone,Market Information,29,4.2,Resolved,AGT0073
INT002873,CUS000590,2024-08-11,Phone,Account Inquiry,6,3.7,Resolved,AGT0082
INT002874,CUS000506,2020-05-12,Email,Investment Advice,8,3.9,Partially Resolved,AGT0030
INT002875,CUS000125,2020-09-27,In-person,Transaction Issue,40,2.7,Partially Resolved,AGT0009
INT002876,CUS000671,2021-11-28,Phone,Statement Request,20,4.0,Partially Resolved,AGT0006
INT002877,CUS000536,2023-09-27,In-person,Investment Advice,12,4.5,Resolved,AGT0063
INT002878,CUS000560,2023-09-22,Chat,Complaint,6,3.3,Partially Resolved,AGT0060
INT002879,CUS000180,2023-05-17,In-person,Complaint,36,2.6,Partially Resolved,AGT0030
INT002880,CUS000456,2024-08-17,Phone,Fee Inquiry,13,4.8,Resolved,AGT0078
INT002881,CUS000421,2023-09-16,In-person,Investment Advice,18,3.7,Partially Resolved,AGT0100
INT002882,CUS000274,2023-07-02,Web,Statement Request,10,4.2,Resolved,AGT0033
INT002883,CUS000856,2024-06-14,Email,Account Inquiry,2,3.1,Resolved,AGT0048
INT002884,CUS000750,2024-04-05,Phone,Statement Request,8,2.8,Partially Resolved,AGT0092
INT002885,CUS000991,2022-10-17,Email,Complaint,12,2.3,Unresolved,AGT0023
INT002886,CUS000920,2022-12-26,In-person,Investment Advice,17,5,Resolved,AGT0008
INT002887,CUS000218,2022-08-03,Email,Investment Advice,11,3.7,Partially Resolved,AGT0041
INT002888,CUS000597,2023-12-17,Mobile App,Fee Inquiry,7,3.2,Partially Resolved,AGT0070
INT002889,CUS000274,2023-05-11,Phone,Password Reset,29,4.2,Resolved,AGT0089
INT002890,CUS000147,2024-02-18,Phone,Technical Support,5,2.1,Unresolved,AGT0004
INT002891,CUS000594,2024-01-29,Mobile App,Fee Inquiry,6,4.0,Resolved,AGT0059
INT002892,CUS000758,2024-07-27,Email,Account Inquiry,7,2.8,Unresolved,AGT0034
INT002893,CUS000227,2024-03-20,Mobile App,Account Inquiry,14,3.9,Resolved,AGT0001
INT002894,CUS000147,2023-03-13,Phone,Technical Support,20,3.1,Resolved,AGT0090
INT002895,CUS000780,2024-02-01,Mobile App,Transaction Issue,22,2.2,Partially Resolved,AGT0074
INT002896,CUS000571,2022-07-24,In-person,Complaint,25,2.0,Partially Resolved,AGT0074
INT002897,CUS000886,2022-09-21,In-person,Account Inquiry,29,3.9,Partially Resolved,AGT0073
INT002898,CUS000095,2021-02-01,Web,Fee Inquiry,6,3.6,Partially Resolved,AGT0052
INT002899,CUS000614,2024-05-15,Phone,Transaction Issue,34,2.2,Partially Resolved,AGT0055
INT002900,CUS000403,2024-09-15,Chat,Account Inquiry,9,4.0,Resolved,AGT0041
INT002901,CUS000515,2022-09-29,In-person,Investment Advice,14,4.0,Resolved,AGT0077
INT002902,CUS000049,2024-08-15,In-person,Investment Advice,9,3.7,Partially Resolved,AGT0066
INT002903,CUS000360,2023-04-18,In-person,Complaint,36,1.8,Unresolved,AGT0067
INT002904,CUS000913,2024-02-15,Chat,Account Inquiry,3,3.9,Partially Resolved,AGT0029
INT002905,CUS000606,2024-07-31,In-person,Complaint,9,3.0,Resolved,AGT0092
INT002906,CUS000813,2024-04-16,Phone,Account Inquiry,21,3.6,Resolved,AGT0048
INT002907,CUS000864,2023-09-13,Phone,Investment Advice,9,3.9,Partially Resolved,AGT0070
INT002908,CUS000092,2024-09-05,Phone,Password Reset,16,4.4,Resolved,AGT0067
INT002909,CUS000958,2023-10-19,In-person,Statement Request,14,4.5,Resolved,AGT0087
INT002910,CUS000498,2024-03-28,In-person,Statement Request,25,3.5,Resolved,AGT0002
INT002911,CUS000102,2022-12-07,Phone,Market Information,5,2.6,Unresolved,AGT0085
INT002912,CUS000196,2024-09-17,Mobile App,Investment Advice,3,3.6,Partially Resolved,AGT0087
INT002913,CUS000318,2024-09-06,In-person,Complaint,42,2.9,Unresolved,AGT0091
INT002914,CUS000942,2023-01-20,Phone,Statement Request,23,4.0,Partially Resolved,AGT0058
INT002915,CUS000586,2024-08-04,In-person,Password Reset,29,3.2,Resolved,AGT0049
INT002916,CUS000642,2023-12-13,Email,Account Inquiry,12,3.5,Partially Resolved,AGT0056
INT002917,CUS000446,2021-04-07,Phone,Account Inquiry,29,3.5,Partially Resolved,AGT0025
INT002918,CUS000090,2023-01-18,Phone,Investment Advice,30,3.8,Partially Resolved,AGT0050
INT002919,CUS000475,2020-12-23,In-person,Transaction Issue,24,1.8,Partially Resolved,AGT0003
INT002920,CUS000696,2024-02-24,Email,Account Inquiry,5,4.1,Resolved,AGT0077
INT002921,CUS000618,2024-02-14,Email,Technical Support,5,3.1,Resolved,AGT0086
INT002922,CUS000111,2024-04-07,Phone,Account Inquiry,22,2.9,Partially Resolved,AGT0077
INT002923,CUS000237,2022-05-08,Phone,Investment Advice,20,4.5,Resolved,AGT0034
INT002924,CUS000200,2023-05-03,Phone,Fee Inquiry,19,3.1,Resolved,AGT0013
INT002925,CUS000328,2024-04-03,Phone,Market Information,16,3.8,Partially Resolved,AGT0020
INT002926,CUS000453,2024-04-30,Email,Market Information,15,3.4,Resolved,AGT0052
INT002927,CUS000661,2023-11-18,In-person,Password Reset,20,3.5,Resolved,AGT0054
INT002928,CUS000257,2022-12-31,In-person,Market Information,25,3.6,Resolved,AGT0012
INT002929,CUS000773,2023-05-06,In-person,Password Reset,29,3.6,Partially Resolved,AGT0075
INT002930,CUS000382,2023-01-15,Phone,Market Information,27,3.3,Partially Resolved,AGT0063
INT002931,CUS000718,2021-06-27,Chat,Statement Request,15,3.5,Resolved,AGT0052
INT002932,CUS000099,2024-09-21,Mobile App,Transaction Issue,19,2.3,Partially Resolved,AGT0006
INT002933,CUS000790,2024-09-06,Phone,Technical Support,9,2.8,Unresolved,AGT0041
INT002934,CUS000414,2024-07-10,In-person,Technical Support,7,2.1,Unresolved,AGT0074
INT002935,CUS000745,2024-09-13,In-person,Statement Request,5,4.0,Resolved,AGT0007
INT002936,CUS000201,2023-08-11,Phone,Technical Support,28,2.6,Unresolved,AGT0077
INT002937,CUS000963,2024-08-02,In-person,Complaint,31,2.2,Partially Resolved,AGT0079
INT002938,CUS000020,2021-03-25,In-person,Fee Inquiry,23,3.3,Resolved,AGT0099
INT002939,CUS000949,2024-05-25,Web,Statement Request,14,4.1,Resolved,AGT0003
INT002940,CUS000983,2024-01-14,Phone,Market Information,6,3.8,Partially Resolved,AGT0093
INT002941,CUS000135,2024-05-28,Chat,Account Inquiry,5,4.7,Resolved,AGT0086
INT002942,CUS000725,2024-06-08,Chat,Investment Advice,15,3.2,Resolved,AGT0062
INT002943,CUS000507,2024-08-09,Mobile App,Account Inquiry,5,4.5,Resolved,AGT0068
INT002944,CUS000580,2024-05-03,Phone,Investment Advice,18,4.3,Resolved,AGT0057
INT002945,CUS000789,2024-05-09,Phone,Complaint,15,2.7,Unresolved,AGT0090
INT002946,CUS000842,2024-08-28,Phone,Account Inquiry,17,4.4,Resolved,AGT0095
INT002947,CUS000485,2024-06-07,In-person,Password Reset,12,4.1,Resolved,AGT0045
INT002948,CUS000157,2024-02-20,Chat,Technical Support,8,2.9,Partially Resolved,AGT0077
INT002949,CUS000899,2021-06-08,In-person,Technical Support,9,3.5,Resolved,AGT0076
INT002950,CUS000023,2024-06-24,Email,Statement Request,3,3.7,Resolved,AGT0095
INT002951,CUS000258,2023-10-07,In-person,Fee Inquiry,27,3.8,Resolved,AGT0035
INT002952,CUS000987,2023-02-17,In-person,Password Reset,20,4.2,Resolved,AGT0059
INT002953,CUS000658,2023-01-17,Mobile App,Account Inquiry,13,4.3,Resolved,AGT0042
INT002954,CUS000966,2024-07-14,Phone,Statement Request,16,4.9,Resolved,AGT0048
INT002955,CUS000998,2024-08-22,Phone,Transaction Issue,45,3.1,Resolved,AGT0060
INT002956,CUS000834,2024-04-17,Chat,Technical Support,6,3.0,Resolved,AGT0031
INT002957,CUS000671,2020-10-28,Email,Market Information,11,4.3,Resolved,AGT0022
INT002958,CUS000918,2022-10-01,Chat,Fee Inquiry,12,4.3,Resolved,AGT0086
INT002959,CUS000930,2024-06-01,Mobile App,Technical Support,9,2.7,Unresolved,AGT0040
INT002960,CUS000632,2022-10-06,Phone,Investment Advice,27,3.5,Partially Resolved,AGT0046
INT002961,CUS000349,2024-06-02,Email,Transaction Issue,22,2.5,Unresolved,AGT0068
INT002962,CUS000163,2024-09-18,Phone,Statement Request,17,4.7,Resolved,AGT0083
INT002963,CUS000261,2024-03-23,Email,Statement Request,13,4.2,Resolved,AGT0092
INT002964,CUS000319,2024-09-15,Mobile App,Account Inquiry,2,3.7,Resolved,AGT0031
INT002965,CUS000003,2024-02-15,Phone,Technical Support,16,3.3,Partially Resolved,AGT0016
INT002966,CUS000252,2023-09-10,Phone,Market Information,23,3.2,Resolved,AGT0055
INT002967,CUS000982,2021-05-21,Phone,Password Reset,26,4.3,Resolved,AGT0035
INT002968,CUS000222,2022-08-16,Phone,Investment Advice,25,3.9,Partially Resolved,AGT0008
INT002969,CUS000813,2022-04-12,Phone,Fee Inquiry,20,3.6,Resolved,AGT0062
INT002970,CUS000844,2021-04-21,Phone,Complaint,25,1.2,Partially Resolved,AGT0023
INT002971,CUS000484,2024-02-10,Phone,Password Reset,12,4.2,Resolved,AGT0073
INT002972,CUS000797,2023-10-01,Email,Technical Support,15,3.0,Partially Resolved,AGT0087
INT002973,CUS000324,2024-04-16,Web,Password Reset,3,4.4,Resolved,AGT0087
INT002974,CUS000657,2024-09-11,Email,Fee Inquiry,12,4.0,Partially Resolved,AGT0040
INT002975,CUS000099,2022-08-29,Phone,Account Inquiry,12,4.4,Resolved,AGT0076
INT002976,CUS000140,2022-12-17,In-person,Account Inquiry,6,3.4,Partially Resolved,AGT0039
INT002977,CUS000655,2024-05-31,Mobile App,Transaction Issue,7,3.1,Partially Resolved,AGT0059
INT002978,CUS000366,2024-02-15,In-person,Account Inquiry,6,4.0,Resolved,AGT0085
INT002979,CUS000912,2023-08-11,Web,Statement Request,8,4.7,Resolved,AGT0072
INT002980,CUS000921,2023-09-01,Phone,Fee Inquiry,7,3.7,Partially Resolved,AGT0063
INT002981,CUS000917,2023-09-09,In-person,Password Reset,21,4.6,Resolved,AGT0056
INT002982,CUS000232,2022-04-25,In-person,Complaint,12,2.8,Partially Resolved,AGT0023
INT002983,CUS000200,2022-11-30,In-person,Password Reset,28,3.5,Partially Resolved,AGT0073
INT002984,CUS000283,2023-12-04,In-person,Statement Request,16,4.0,Resolved,AGT0100
INT002985,CUS000099,2022-11-04,Phone,Fee Inquiry,5,2.9,Unresolved,AGT0089
INT002986,CUS000345,2022-01-18,In-person,Transaction Issue,37,2.3,Unresolved,AGT0026
INT002987,CUS000186,2021-03-01,Phone,Technical Support,21,2.5,Partially Resolved,AGT0087
INT002988,CUS000655,2024-08-01,Email,Complaint,12,2.8,Unresolved,AGT0011
INT002989,CUS000121,2024-09-03,Mobile App,Transaction Issue,15,2.7,Partially Resolved,AGT0008
INT002990,CUS000891,2024-08-22,Phone,Account Inquiry,13,4.3,Resolved,AGT0099
INT002991,CUS000372,2024-06-18,Phone,Password Reset,29,3.5,Resolved,AGT0078
INT002992,CUS000073,2024-05-24,In-person,Password Reset,6,3.5,Partially Resolved,AGT0078
INT002993,CUS000245,2023-11-12,Email,Statement Request,12,3.4,Resolved,AGT0005
INT002994,CUS000995,2024-05-24,Phone,Password Reset,10,3.8,Resolved,AGT0018
INT002995,CUS000210,2024-03-10,Mobile App,Technical Support,5,2.7,Partially Resolved,AGT0081
INT002996,CUS000315,2023-03-10,In-person,Complaint,15,2.6,Unresolved,AGT0060
INT002997,CUS000657,2024-09-04,Web,Account Inquiry,4,4.3,Resolved,AGT0002
INT002998,CUS000462,2022-12-15,In-person,Market Information,22,3.0,Resolved,AGT0070
INT002999,CUS000036,2020-02-14,Phone,Statement Request,14,4.6,Resolved,AGT0033
INT003000,CUS000440,2022-09-22,Phone,Statement Request,6,4.6,Resolved,AGT0013
INT003001,CUS000774,2024-04-29,In-person,Fee Inquiry,15,3.5,Partially Resolved,AGT0030
INT003002,CUS000325,2020-11-03,In-person,Complaint,45,2.9,Partially Resolved,AGT0093
INT003003,CUS000719,2024-08-15,In-person,Investment Advice,14,4.2,Resolved,AGT0072
INT003004,CUS000412,2024-04-01,In-person,Complaint,33,3.0,Partially Resolved,AGT0082
INT003005,CUS000001,2024-07-07,In-person,Transaction Issue,15,3.5,Resolved,AGT0079
INT003006,CUS000357,2023-11-06,Chat,Fee Inquiry,10,3.4,Resolved,AGT0050
INT003007,CUS000181,2024-06-03,In-person,Statement Request,26,3.5,Partially Resolved,AGT0034
INT003008,CUS000246,2022-11-02,In-person,Account Inquiry,28,3.7,Partially Resolved,AGT0083
INT003009,CUS000791,2023-05-04,Chat,Market Information,14,3.6,Resolved,AGT0087
INT003010,CUS000721,2023-05-22,Web,Complaint,18,3.7,Partially Resolved,AGT0097
INT003011,CUS000266,2024-07-16,Email,Account Inquiry,11,4.3,Resolved,AGT0034
INT003012,CUS000942,2021-01-03,Chat,Investment Advice,14,5,Resolved,AGT0011
INT003013,CUS000184,2024-05-03,Phone,Fee Inquiry,10,4.4,Resolved,AGT0055
INT003014,CUS000303,2024-05-31,Chat,Transaction Issue,3,2.6,Unresolved,AGT0049
INT003015,CUS000384,2024-03-24,Email,Fee Inquiry,12,3.2,Partially Resolved,AGT0014
INT003016,CUS000754,2024-07-22,Phone,Market Information,20,4.1,Resolved,AGT0044
