engagement_id,customer_id,date,action_type,device_type,session_duration,pages_viewed,actions_taken
ENG0005207,CUS000389,2022-03-22,Login,Smart TV,1,1,1
ENG0005208,CUS000398,2024-01-08,Contact Support,Mobile Phone,2,1,1
ENG0005209,CUS000513,2024-04-22,Modify Investment,Desktop,7,3,1
ENG0005210,CUS000529,2022-11-30,Research Product,Mobile Phone,12,6,3
ENG0005211,CUS000152,2021-10-17,Download Statement,Tablet,2,1,1
ENG0005212,CUS000826,2024-03-25,Login,Mobile Phone,1,1,1
ENG0005213,CUS000897,2022-11-19,Modify Investment,Smart TV,10,5,2
ENG0005214,CUS000370,2023-05-02,Login,Voice Assistant,2,1,1
ENG0005215,CUS000210,2024-01-12,View Balance,Mobile Phone,5,2,1
ENG0005216,CUS000863,2022-03-27,Modify Investment,Smart TV,3,1,1
ENG0005217,CUS000293,2024-08-10,Watch Educational Video,Mobile Phone,14,7,3
ENG0005218,CUS000803,2024-06-01,Contact Support,Mobile Phone,5,2,1
ENG0005219,CUS000570,2023-08-30,Download Statement,Mobile Phone,2,1,1
ENG0005220,CUS000246,2020-12-19,Use Planning Tool,Tablet,26,13,6
ENG0005221,CUS000473,2023-12-31,Update Profile,Smart TV,5,2,1
ENG0005222,CUS000569,2024-09-22,Download Statement,Tablet,2,1,1
ENG0005223,CUS000002,2024-06-14,Login,Tablet,5,2,1
ENG0005224,CUS000549,2024-08-01,Complete Survey,Tablet,7,3,1
ENG0005225,CUS000826,2023-06-11,View Balance,Desktop,4,2,1
ENG0005226,CUS000566,2024-05-31,Watch Educational Video,Voice Assistant,21,10,5
ENG0005227,CUS000370,2023-12-16,Modify Investment,Desktop,7,3,1
ENG0005228,CUS000837,2024-09-08,Contact Support,Desktop,6,3,1
ENG0005229,CUS000467,2024-01-09,Login,Voice Assistant,5,2,1
ENG0005230,CUS000074,2020-09-03,Watch Educational Video,Mobile Phone,22,11,5
ENG0005231,CUS000256,2023-04-20,Update Profile,Tablet,1,1,1
ENG0005232,CUS000832,2024-01-12,View Balance,Desktop,2,1,1
ENG0005233,CUS000178,2024-04-20,Modify Investment,Tablet,9,4,2
ENG0005234,CUS000269,2024-04-18,Complete Survey,Mobile Phone,10,5,2
ENG0005235,CUS000001,2024-04-25,Login,Tablet,5,2,1
ENG0005236,CUS000617,2021-08-15,Login,Desktop,4,2,1
ENG0005237,CUS000028,2023-05-28,Download Statement,Mobile Phone,4,2,1
ENG0005238,CUS000258,2024-09-04,Download Statement,Tablet,5,2,1
ENG0005239,CUS000499,2023-11-28,Complete Survey,Tablet,6,3,1
ENG0005240,CUS000458,2024-09-25,View Balance,Smart TV,4,2,1
ENG0005241,CUS000888,2022-12-19,View Balance,Tablet,10,5,2
ENG0005242,CUS000531,2024-06-01,Modify Investment,Mobile Phone,10,5,2
ENG0005243,CUS000486,2024-07-28,Watch Educational Video,Smart TV,9,4,2
ENG0005244,CUS000213,2024-03-28,Complete Survey,Tablet,5,2,1
ENG0005245,CUS000332,2023-10-03,Contact Support,Tablet,7,3,1
ENG0005246,CUS000054,2024-01-05,View Balance,Smart TV,2,1,1
ENG0005247,CUS000904,2024-04-28,Modify Investment,Smart TV,7,3,1
ENG0005248,CUS000013,2024-04-02,Modify Investment,Desktop,5,2,1
ENG0005249,CUS000944,2024-06-08,Download Statement,Voice Assistant,5,2,1
ENG0005250,CUS000995,2022-12-21,Research Product,Mobile Phone,23,11,5
ENG0005251,CUS000700,2024-04-14,Complete Survey,Smart TV,6,3,1
ENG0005252,CUS000435,2022-08-26,Research Product,Tablet,30,15,7
ENG0005253,CUS000349,2024-05-22,Complete Survey,Smart TV,7,3,1
ENG0005254,CUS000955,2024-08-22,Contact Support,Smart TV,3,1,1
ENG0005255,CUS000650,2023-03-01,Login,Tablet,2,1,1
ENG0005256,CUS000697,2024-06-12,Complete Survey,Tablet,7,3,1
ENG0005257,CUS000470,2024-04-10,Watch Educational Video,Smart TV,25,12,6
ENG0005258,CUS000449,2023-12-27,Research Product,Tablet,6,3,1
ENG0005259,CUS000647,2023-09-02,View Balance,Tablet,8,4,2
ENG0005260,CUS000207,2024-05-23,Contact Support,Tablet,5,2,1
ENG0005261,CUS000116,2024-08-18,Download Statement,Desktop,2,1,1
ENG0005262,CUS000310,2021-06-23,Update Profile,Mobile Phone,3,1,1
ENG0005263,CUS000996,2023-11-11,Modify Investment,Voice Assistant,9,4,2
ENG0005264,CUS000008,2021-07-28,Complete Survey,Mobile Phone,3,1,1
ENG0005265,CUS000766,2021-07-12,View Balance,Voice Assistant,5,2,1
ENG0005266,CUS000028,2024-06-29,Download Statement,Voice Assistant,4,2,1
ENG0005267,CUS000719,2024-08-20,Contact Support,Smart TV,6,3,1
ENG0005268,CUS000756,2024-02-03,Login,Desktop,4,2,1
ENG0005269,CUS000953,2024-05-16,Research Product,Mobile Phone,28,14,7
ENG0005270,CUS000560,2023-02-17,Use Planning Tool,Desktop,21,10,5
ENG0005271,CUS000378,2021-10-03,Update Profile,Mobile Phone,3,1,1
ENG0005272,CUS000882,2024-09-17,Watch Educational Video,Smart TV,9,4,2
ENG0005273,CUS000793,2024-06-23,Complete Survey,Smart TV,3,1,1
ENG0005274,CUS000873,2024-01-26,Download Statement,Voice Assistant,3,1,1
ENG0005275,CUS000464,2024-09-13,Update Profile,Smart TV,5,2,1
ENG0005276,CUS000477,2023-11-07,Watch Educational Video,Smart TV,9,4,2
ENG0005277,CUS000393,2023-02-18,Watch Educational Video,Tablet,12,6,3
ENG0005278,CUS000868,2024-02-02,Complete Survey,Mobile Phone,10,5,2
ENG0005279,CUS000583,2024-03-06,Update Profile,Voice Assistant,5,2,1
ENG0005280,CUS000844,2023-06-24,Login,Tablet,1,1,1
ENG0005281,CUS000997,2022-11-13,Watch Educational Video,Desktop,18,9,4
ENG0005282,CUS000581,2023-03-29,Research Product,Mobile Phone,27,13,6
ENG0005283,CUS000358,2022-01-27,Complete Survey,Tablet,7,3,1
ENG0005284,CUS000442,2023-12-11,Login,Mobile Phone,5,2,1
ENG0005285,CUS000230,2023-02-17,Use Planning Tool,Voice Assistant,27,13,6
ENG0005286,CUS000326,2023-09-06,Use Planning Tool,Smart TV,23,11,5
ENG0005287,CUS000026,2021-05-31,Modify Investment,Desktop,2,1,1
ENG0005288,CUS000809,2022-07-14,Complete Survey,Mobile Phone,7,3,1
ENG0005289,CUS000807,2023-12-23,Login,Smart TV,4,2,1
ENG0005290,CUS000952,2023-12-18,View Balance,Mobile Phone,7,3,1
ENG0005291,CUS000885,2021-07-30,Update Profile,Smart TV,5,2,1
ENG0005292,CUS000773,2020-10-16,Complete Survey,Smart TV,10,5,2
ENG0005293,CUS000645,2021-02-18,Watch Educational Video,Tablet,23,11,5
ENG0005294,CUS000197,2022-03-03,Login,Smart TV,5,2,1
ENG0005295,CUS000364,2021-03-21,Modify Investment,Mobile Phone,2,1,1
ENG0005296,CUS000857,2024-08-18,Login,Desktop,5,2,1
ENG0005297,CUS000256,2021-03-25,Download Statement,Mobile Phone,5,2,1
ENG0005298,CUS000683,2024-04-27,Contact Support,Tablet,2,1,1
ENG0005299,CUS000046,2024-05-25,View Balance,Voice Assistant,6,3,1
ENG0005300,CUS000546,2024-09-18,Download Statement,Desktop,4,2,1
ENG0005301,CUS000588,2023-09-12,Complete Survey,Smart TV,6,3,1
ENG0005302,CUS000245,2023-02-20,Watch Educational Video,Voice Assistant,6,3,1
ENG0005303,CUS000793,2024-09-11,Contact Support,Tablet,7,3,1
ENG0005304,CUS000349,2024-03-28,Watch Educational Video,Mobile Phone,27,13,6
ENG0005305,CUS000299,2022-12-24,Complete Survey,Mobile Phone,8,4,2
ENG0005306,CUS000601,2024-05-09,Download Statement,Desktop,4,2,1
ENG0005307,CUS000772,2024-02-18,Modify Investment,Smart TV,5,2,1
ENG0005308,CUS000882,2024-09-20,Update Profile,Smart TV,4,2,1
ENG0005309,CUS000368,2022-07-02,Complete Survey,Smart TV,6,3,1
ENG0005310,CUS000251,2024-05-09,Modify Investment,Desktop,8,4,2
ENG0005311,CUS000778,2024-06-01,Download Statement,Voice Assistant,4,2,1
ENG0005312,CUS000828,2022-11-28,Download Statement,Tablet,4,2,1
ENG0005313,CUS000161,2024-04-19,Research Product,Desktop,30,15,7
ENG0005314,CUS000552,2023-12-25,Watch Educational Video,Tablet,19,9,4
ENG0005315,CUS000421,2023-08-02,Watch Educational Video,Smart TV,28,14,7
ENG0005316,CUS000717,2024-04-24,Update Profile,Tablet,4,2,1
ENG0005317,CUS000991,2023-02-25,Update Profile,Mobile Phone,1,1,1
ENG0005318,CUS000805,2023-10-18,Complete Survey,Smart TV,9,4,2
ENG0005319,CUS000261,2023-08-11,Download Statement,Tablet,1,1,1
ENG0005320,CUS000006,2023-03-05,Login,Tablet,3,1,1
ENG0005321,CUS000123,2023-08-18,Modify Investment,Mobile Phone,4,2,1
ENG0005322,CUS000954,2024-02-04,Update Profile,Voice Assistant,4,2,1
ENG0005323,CUS000867,2023-07-27,Research Product,Voice Assistant,29,14,7
ENG0005324,CUS000688,2024-07-28,Complete Survey,Mobile Phone,7,3,1
ENG0005325,CUS000836,2024-04-20,View Balance,Smart TV,8,4,2
ENG0005326,CUS000189,2024-05-20,View Balance,Mobile Phone,5,2,1
ENG0005327,CUS000859,2024-04-03,View Balance,Desktop,7,3,1
ENG0005328,CUS000504,2023-07-06,View Balance,Desktop,4,2,1
ENG0005329,CUS000024,2022-08-03,Login,Tablet,2,1,1
ENG0005330,CUS000040,2021-03-12,Complete Survey,Smart TV,2,1,1
ENG0005331,CUS000068,2024-07-01,Complete Survey,Tablet,5,2,1
ENG0005332,CUS000997,2022-12-21,Complete Survey,Mobile Phone,9,4,2
ENG0005333,CUS000500,2022-11-06,Contact Support,Tablet,6,3,1
ENG0005334,CUS000759,2024-02-04,View Balance,Desktop,4,2,1
ENG0005335,CUS000854,2024-04-18,Update Profile,Tablet,1,1,1
ENG0005336,CUS000747,2024-03-09,Download Statement,Tablet,3,1,1
ENG0005337,CUS000391,2020-07-25,Modify Investment,Tablet,6,3,1
ENG0005338,CUS000752,2020-09-29,Modify Investment,Tablet,5,2,1
ENG0005339,CUS000578,2024-05-24,Contact Support,Mobile Phone,2,1,1
ENG0005340,CUS000564,2023-12-20,Modify Investment,Voice Assistant,7,3,1
ENG0005341,CUS000806,2022-08-10,Complete Survey,Voice Assistant,3,1,1
ENG0005342,CUS000260,2024-09-07,Use Planning Tool,Mobile Phone,13,6,3
ENG0005343,CUS000417,2022-12-17,Login,Tablet,3,1,1
ENG0005344,CUS000338,2023-10-27,Complete Survey,Tablet,4,2,1
ENG0005345,CUS000707,2023-07-10,Modify Investment,Desktop,10,5,2
ENG0005346,CUS000010,2024-09-03,Use Planning Tool,Mobile Phone,14,7,3
ENG0005347,CUS000590,2024-06-30,Use Planning Tool,Tablet,17,8,4
ENG0005348,CUS000637,2022-03-03,View Balance,Mobile Phone,3,1,1
ENG0005349,CUS000847,2024-04-17,View Balance,Mobile Phone,3,1,1
ENG0005350,CUS000001,2023-10-26,Watch Educational Video,Voice Assistant,22,11,5
ENG0005351,CUS000072,2024-08-18,Watch Educational Video,Smart TV,14,7,3
ENG0005352,CUS000671,2022-09-04,Use Planning Tool,Voice Assistant,29,14,7
ENG0005353,CUS000668,2024-04-15,Login,Mobile Phone,5,2,1
ENG0005354,CUS000509,2021-09-28,Download Statement,Smart TV,4,2,1
ENG0005355,CUS000537,2020-08-06,Download Statement,Mobile Phone,3,1,1
ENG0005356,CUS000870,2024-09-03,Login,Tablet,4,2,1
ENG0005357,CUS000380,2024-04-26,Complete Survey,Desktop,7,3,1
ENG0005358,CUS000127,2022-09-29,Research Product,Tablet,5,2,1
ENG0005359,CUS000581,2021-02-22,Watch Educational Video,Tablet,16,8,4
ENG0005360,CUS000931,2023-07-01,Use Planning Tool,Tablet,19,9,4
ENG0005361,CUS000581,2021-09-05,Complete Survey,Tablet,10,5,2
ENG0005362,CUS000890,2020-07-22,Contact Support,Voice Assistant,7,3,1
ENG0005363,CUS000393,2023-10-01,Update Profile,Desktop,3,1,1
ENG0005364,CUS000207,2022-06-06,Research Product,Voice Assistant,5,2,1
ENG0005365,CUS000981,2022-11-05,Research Product,Tablet,29,14,7
ENG0005366,CUS000335,2024-07-28,Download Statement,Smart TV,2,1,1
ENG0005367,CUS000328,2024-08-09,Login,Tablet,1,1,1
ENG0005368,CUS000764,2022-10-28,Download Statement,Desktop,4,2,1
ENG0005369,CUS000856,2024-01-25,Use Planning Tool,Mobile Phone,19,9,4
ENG0005370,CUS000391,2021-10-27,View Balance,Tablet,9,4,2
ENG0005371,CUS000401,2022-08-08,Login,Mobile Phone,3,1,1
ENG0005372,CUS000673,2023-07-25,Download Statement,Tablet,2,1,1
ENG0005373,CUS000182,2024-02-20,Login,Voice Assistant,2,1,1
ENG0005374,CUS000864,2024-03-06,View Balance,Desktop,6,3,1
ENG0005375,CUS000092,2024-08-04,Update Profile,Mobile Phone,3,1,1
ENG0005376,CUS000734,2024-07-05,Contact Support,Mobile Phone,10,5,2
ENG0005377,CUS000586,2024-08-27,Contact Support,Tablet,10,5,2
ENG0005378,CUS000713,2023-07-27,Modify Investment,Mobile Phone,9,4,2
ENG0005379,CUS000091,2024-03-08,Watch Educational Video,Desktop,19,9,4
ENG0005380,CUS000301,2024-06-21,Download Statement,Voice Assistant,1,1,1
ENG0005381,CUS000107,2024-01-24,Login,Tablet,3,1,1
ENG0005382,CUS000277,2024-04-16,Complete Survey,Mobile Phone,5,2,1
ENG0005383,CUS000328,2024-05-09,View Balance,Voice Assistant,5,2,1
ENG0005384,CUS000706,2024-03-31,Research Product,Tablet,28,14,7
ENG0005385,CUS000760,2024-09-25,Download Statement,Tablet,5,2,1
ENG0005386,CUS000259,2024-05-24,Update Profile,Smart TV,5,2,1
ENG0005387,CUS000762,2024-05-25,Research Product,Tablet,27,13,6
ENG0005388,CUS000770,2023-09-22,Contact Support,Smart TV,3,1,1
ENG0005389,CUS000888,2021-12-19,Use Planning Tool,Smart TV,16,8,4
ENG0005390,CUS000990,2024-09-07,Modify Investment,Tablet,3,1,1
ENG0005391,CUS000765,2022-04-10,Download Statement,Tablet,5,2,1
ENG0005392,CUS000044,2022-06-15,Update Profile,Mobile Phone,1,1,1
ENG0005393,CUS000574,2024-08-02,Use Planning Tool,Mobile Phone,16,8,4
ENG0005394,CUS000085,2023-03-01,Use Planning Tool,Mobile Phone,15,7,3
ENG0005395,CUS000930,2021-06-28,View Balance,Smart TV,5,2,1
ENG0005396,CUS000289,2024-01-05,Modify Investment,Voice Assistant,6,3,1
ENG0005397,CUS000146,2024-06-11,Contact Support,Tablet,9,4,2
ENG0005398,CUS000487,2021-12-13,Update Profile,Voice Assistant,4,2,1
ENG0005399,CUS000518,2021-11-28,Use Planning Tool,Mobile Phone,9,4,2
ENG0005400,CUS000362,2023-09-19,Login,Mobile Phone,1,1,1
ENG0005401,CUS000382,2023-02-12,Modify Investment,Mobile Phone,6,3,1
ENG0005402,CUS000850,2024-02-24,Download Statement,Smart TV,5,2,1
ENG0005403,CUS000655,2024-05-28,Research Product,Smart TV,19,9,4
ENG0005404,CUS000834,2020-12-07,Research Product,Mobile Phone,30,15,7
ENG0005405,CUS000292,2024-05-22,Update Profile,Mobile Phone,4,2,1
ENG0005406,CUS000799,2022-07-10,Use Planning Tool,Mobile Phone,14,7,3
ENG0005407,CUS000130,2024-04-30,Research Product,Voice Assistant,15,7,3
ENG0005408,CUS000385,2024-06-27,Complete Survey,Smart TV,2,1,1
ENG0005409,CUS000632,2021-06-08,Watch Educational Video,Smart TV,13,6,3
ENG0005410,CUS000672,2024-08-14,Login,Voice Assistant,1,1,1
ENG0005411,CUS000833,2021-09-10,Contact Support,Mobile Phone,8,4,2
ENG0005412,CUS000128,2024-06-01,Research Product,Voice Assistant,28,14,7
ENG0005413,CUS000003,2023-03-03,Complete Survey,Voice Assistant,6,3,1
ENG0005414,CUS000255,2022-06-20,Complete Survey,Tablet,7,3,1
ENG0005415,CUS000208,2024-02-10,View Balance,Desktop,7,3,1
ENG0005416,CUS000506,2020-06-20,Contact Support,Tablet,2,1,1
ENG0005417,CUS000530,2021-06-30,Watch Educational Video,Smart TV,24,12,6
ENG0005418,CUS000578,2022-11-01,Research Product,Voice Assistant,12,6,3
ENG0005419,CUS000512,2022-05-05,Use Planning Tool,Tablet,12,6,3
ENG0005420,CUS000031,2023-09-10,Login,Smart TV,3,1,1
ENG0005421,CUS000813,2024-09-17,Watch Educational Video,Voice Assistant,29,14,7
ENG0005422,CUS000219,2023-08-22,Complete Survey,Desktop,8,4,2
ENG0005423,CUS000586,2024-02-28,View Balance,Mobile Phone,9,4,2
ENG0005424,CUS000591,2023-01-03,Update Profile,Mobile Phone,1,1,1
ENG0005425,CUS000475,2023-08-10,Use Planning Tool,Smart TV,6,3,1
ENG0005426,CUS000384,2024-02-15,Download Statement,Mobile Phone,2,1,1
ENG0005427,CUS000665,2024-09-09,View Balance,Tablet,5,2,1
ENG0005428,CUS000013,2023-07-07,Use Planning Tool,Tablet,29,14,7
ENG0005429,CUS000491,2024-09-20,Contact Support,Tablet,9,4,2
ENG0005430,CUS000136,2020-09-28,Login,Tablet,2,1,1
ENG0005431,CUS000298,2021-08-11,Contact Support,Tablet,9,4,2
ENG0005432,CUS000165,2022-01-11,View Balance,Mobile Phone,6,3,1
ENG0005433,CUS000861,2023-03-25,Download Statement,Mobile Phone,1,1,1
ENG0005434,CUS000379,2020-12-29,Complete Survey,Mobile Phone,7,3,1
ENG0005435,CUS000784,2023-08-08,View Balance,Desktop,9,4,2
ENG0005436,CUS000536,2024-03-07,Contact Support,Mobile Phone,7,3,1
ENG0005437,CUS000629,2023-06-18,Modify Investment,Tablet,4,2,1
ENG0005438,CUS000739,2023-12-15,Research Product,Mobile Phone,12,6,3
ENG0005439,CUS000460,2024-03-22,Research Product,Tablet,19,9,4
ENG0005440,CUS000855,2023-03-09,Research Product,Tablet,12,6,3
ENG0005441,CUS000821,2021-05-29,Use Planning Tool,Desktop,15,7,3
ENG0005442,CUS000287,2024-04-07,Watch Educational Video,Tablet,7,3,1
ENG0005443,CUS000232,2024-01-04,Complete Survey,Tablet,3,1,1
ENG0005444,CUS000279,2024-07-23,Watch Educational Video,Smart TV,19,9,4
ENG0005445,CUS000322,2024-02-16,Research Product,Smart TV,28,14,7
ENG0005446,CUS000136,2023-01-17,Update Profile,Mobile Phone,3,1,1
ENG0005447,CUS000767,2024-08-16,Download Statement,Mobile Phone,5,2,1
ENG0005448,CUS000942,2020-09-25,Update Profile,Tablet,2,1,1
ENG0005449,CUS000886,2021-01-13,Login,Voice Assistant,1,1,1
ENG0005450,CUS000475,2021-09-19,Research Product,Smart TV,11,5,2
ENG0005451,CUS000416,2024-09-24,Modify Investment,Tablet,4,2,1
ENG0005452,CUS000169,2023-10-14,Modify Investment,Mobile Phone,6,3,1
ENG0005453,CUS000922,2024-09-06,Download Statement,Tablet,2,1,1
ENG0005454,CUS000477,2021-05-30,Use Planning Tool,Voice Assistant,13,6,3
ENG0005455,CUS000072,2024-09-18,Research Product,Smart TV,28,14,7
ENG0005456,CUS000580,2023-07-26,Watch Educational Video,Mobile Phone,15,7,3
ENG0005457,CUS000196,2024-07-17,Use Planning Tool,Voice Assistant,14,7,3
ENG0005458,CUS000944,2024-02-23,Modify Investment,Voice Assistant,6,3,1
ENG0005459,CUS000215,2023-03-06,View Balance,Desktop,10,5,2
ENG0005460,CUS000738,2024-04-29,Complete Survey,Tablet,3,1,1
ENG0005461,CUS000035,2023-07-26,Download Statement,Voice Assistant,4,2,1
ENG0005462,CUS000714,2023-10-03,Update Profile,Mobile Phone,2,1,1
ENG0005463,CUS000207,2024-09-28,Login,Tablet,1,1,1
ENG0005464,CUS000462,2024-06-11,Login,Tablet,3,1,1
ENG0005465,CUS000432,2021-03-21,Research Product,Tablet,16,8,4
ENG0005466,CUS000292,2024-03-31,Watch Educational Video,Smart TV,24,12,6
ENG0005467,CUS000400,2024-05-05,Watch Educational Video,Tablet,12,6,3
ENG0005468,CUS000061,2024-04-29,Contact Support,Tablet,6,3,1
ENG0005469,CUS000389,2021-01-15,Update Profile,Desktop,5,2,1
ENG0005470,CUS000514,2023-01-31,Research Product,Desktop,22,11,5
ENG0005471,CUS000800,2021-12-18,Use Planning Tool,Mobile Phone,16,8,4
ENG0005472,CUS000372,2024-08-29,Contact Support,Smart TV,10,5,2
ENG0005473,CUS000995,2022-11-23,Watch Educational Video,Mobile Phone,20,10,5
ENG0005474,CUS000700,2024-07-11,Watch Educational Video,Voice Assistant,5,2,1
ENG0005475,CUS000731,2023-05-15,Contact Support,Mobile Phone,4,2,1
ENG0005476,CUS000844,2020-06-01,Research Product,Voice Assistant,6,3,1
ENG0005477,CUS000536,2024-03-20,Contact Support,Mobile Phone,9,4,2
ENG0005478,CUS000417,2024-04-05,Modify Investment,Tablet,5,2,1
ENG0005479,CUS000052,2022-01-20,View Balance,Desktop,7,3,1
ENG0005480,CUS000514,2023-03-19,View Balance,Desktop,6,3,1
ENG0005481,CUS000621,2023-12-08,Research Product,Voice Assistant,16,8,4
ENG0005482,CUS000117,2024-08-03,Download Statement,Mobile Phone,1,1,1
ENG0005483,CUS000333,2023-06-15,Login,Tablet,3,1,1
ENG0005484,CUS000105,2023-12-19,Download Statement,Desktop,1,1,1
ENG0005485,CUS000229,2024-07-24,Research Product,Tablet,11,5,2
ENG0005486,CUS000174,2024-07-23,Use Planning Tool,Desktop,20,10,5
ENG0005487,CUS000416,2024-09-26,Update Profile,Voice Assistant,3,1,1
ENG0005488,CUS000794,2024-04-27,Contact Support,Mobile Phone,5,2,1
ENG0005489,CUS000207,2024-05-19,Complete Survey,Voice Assistant,6,3,1
ENG0005490,CUS000236,2024-05-01,Complete Survey,Mobile Phone,4,2,1
ENG0005491,CUS000709,2024-08-09,Download Statement,Mobile Phone,4,2,1
ENG0005492,CUS000394,2022-11-05,Complete Survey,Desktop,9,4,2
ENG0005493,CUS000129,2024-03-20,Complete Survey,Tablet,5,2,1
ENG0005494,CUS000898,2024-02-03,Use Planning Tool,Mobile Phone,6,3,1
ENG0005495,CUS000568,2023-09-29,Download Statement,Mobile Phone,2,1,1
ENG0005496,CUS000188,2024-09-16,Use Planning Tool,Voice Assistant,18,9,4
ENG0005497,CUS000766,2021-12-25,Use Planning Tool,Smart TV,28,14,7
ENG0005498,CUS000098,2024-05-22,Complete Survey,Desktop,2,1,1
ENG0005499,CUS000057,2023-11-22,Login,Mobile Phone,4,2,1
ENG0005500,CUS000748,2021-03-20,Research Product,Smart TV,8,4,2
ENG0005501,CUS000704,2023-02-08,Research Product,Tablet,10,5,2
ENG0005502,CUS000939,2020-03-06,Download Statement,Mobile Phone,1,1,1
ENG0005503,CUS000442,2021-01-25,Complete Survey,Voice Assistant,5,2,1
ENG0005504,CUS000165,2024-02-05,Research Product,Tablet,11,5,2
ENG0005505,CUS000122,2024-03-15,Contact Support,Tablet,10,5,2
ENG0005506,CUS000458,2024-09-13,Modify Investment,Smart TV,4,2,1
ENG0005507,CUS000333,2022-09-09,Watch Educational Video,Desktop,24,12,6
ENG0005508,CUS000900,2024-09-05,Download Statement,Tablet,2,1,1
ENG0005509,CUS000380,2022-05-03,Research Product,Voice Assistant,14,7,3
ENG0005510,CUS000568,2023-05-12,Modify Investment,Tablet,7,3,1
ENG0005511,CUS000131,2024-09-30,Use Planning Tool,Mobile Phone,21,10,5
ENG0005512,CUS000484,2023-11-10,Update Profile,Desktop,3,1,1
ENG0005513,CUS000091,2024-03-01,Use Planning Tool,Mobile Phone,18,9,4
ENG0005514,CUS000962,2021-02-03,Login,Mobile Phone,4,2,1
ENG0005515,CUS000607,2023-05-25,Modify Investment,Mobile Phone,6,3,1
ENG0005516,CUS000561,2023-03-22,Modify Investment,Tablet,7,3,1
ENG0005517,CUS000401,2024-01-29,Contact Support,Tablet,7,3,1
ENG0005518,CUS000847,2024-03-26,Download Statement,Desktop,2,1,1
ENG0005519,CUS000114,2022-03-03,Download Statement,Smart TV,4,2,1
ENG0005520,CUS000547,2023-09-09,Research Product,Tablet,24,12,6
ENG0005521,CUS000315,2022-11-18,Login,Mobile Phone,3,1,1
ENG0005522,CUS000842,2024-09-13,View Balance,Mobile Phone,4,2,1
ENG0005523,CUS000074,2023-07-23,Research Product,Smart TV,23,11,5
ENG0005524,CUS000003,2023-04-10,Watch Educational Video,Desktop,12,6,3
ENG0005525,CUS000595,2022-09-14,Complete Survey,Mobile Phone,2,1,1
ENG0005526,CUS000288,2023-10-17,Use Planning Tool,Tablet,14,7,3
ENG0005527,CUS000129,2023-12-21,Update Profile,Smart TV,5,2,1
ENG0005528,CUS000053,2024-04-19,Contact Support,Tablet,8,4,2
ENG0005529,CUS000360,2024-06-29,Modify Investment,Tablet,6,3,1
ENG0005530,CUS000839,2024-01-27,Contact Support,Tablet,10,5,2
ENG0005531,CUS000712,2022-10-28,Research Product,Tablet,17,8,4
ENG0005532,CUS000659,2021-12-30,Modify Investment,Voice Assistant,9,4,2
ENG0005533,CUS000049,2024-09-09,View Balance,Desktop,4,2,1
ENG0005534,CUS000669,2024-08-16,View Balance,Mobile Phone,8,4,2
ENG0005535,CUS000713,2022-07-14,Complete Survey,Desktop,7,3,1
ENG0005536,CUS000771,2022-12-08,Use Planning Tool,Tablet,24,12,6
ENG0005537,CUS000404,2023-12-06,Update Profile,Tablet,4,2,1
ENG0005538,CUS000390,2023-07-15,Watch Educational Video,Mobile Phone,15,7,3
ENG0005539,CUS000013,2024-01-06,Use Planning Tool,Voice Assistant,14,7,3
ENG0005540,CUS000892,2023-08-29,Update Profile,Voice Assistant,2,1,1
ENG0005541,CUS000658,2022-04-12,Update Profile,Mobile Phone,3,1,1
ENG0005542,CUS000840,2022-04-01,Login,Mobile Phone,4,2,1
ENG0005543,CUS000638,2023-07-29,View Balance,Smart TV,9,4,2
ENG0005544,CUS000952,2023-12-26,Update Profile,Mobile Phone,1,1,1
ENG0005545,CUS000013,2023-12-26,View Balance,Desktop,10,5,2
ENG0005546,CUS000075,2024-04-25,Research Product,Mobile Phone,25,12,6
ENG0005547,CUS000321,2024-06-10,Contact Support,Voice Assistant,6,3,1
ENG0005548,CUS000433,2024-04-11,Login,Tablet,1,1,1
ENG0005549,CUS000117,2021-12-25,Modify Investment,Tablet,5,2,1
ENG0005550,CUS000932,2024-09-29,Download Statement,Tablet,3,1,1
ENG0005551,CUS000624,2024-09-29,Contact Support,Tablet,7,3,1
ENG0005552,CUS000817,2023-11-09,Modify Investment,Voice Assistant,10,5,2
ENG0005553,CUS000876,2023-03-20,Login,Smart TV,4,2,1
ENG0005554,CUS000902,2023-11-08,Research Product,Desktop,6,3,1
ENG0005555,CUS000236,2024-07-01,Use Planning Tool,Smart TV,23,11,5
ENG0005556,CUS000982,2023-11-28,Login,Desktop,1,1,1
ENG0005557,CUS000948,2022-12-09,Research Product,Tablet,10,5,2
ENG0005558,CUS000757,2022-09-24,Watch Educational Video,Mobile Phone,26,13,6
ENG0005559,CUS000897,2022-08-03,View Balance,Mobile Phone,6,3,1
ENG0005560,CUS000050,2024-02-06,View Balance,Voice Assistant,6,3,1
ENG0005561,CUS000843,2021-08-25,Research Product,Mobile Phone,16,8,4
ENG0005562,CUS000810,2023-12-05,View Balance,Desktop,10,5,2
ENG0005563,CUS000064,2023-11-19,Watch Educational Video,Tablet,7,3,1
ENG0005564,CUS000560,2023-03-28,Login,Desktop,3,1,1
ENG0005565,CUS001000,2021-12-30,View Balance,Mobile Phone,3,1,1
ENG0005566,CUS000273,2021-03-13,Modify Investment,Smart TV,4,2,1
ENG0005567,CUS000181,2023-03-11,Download Statement,Smart TV,2,1,1
